team,season,country,league,rating,gmh,gph,gma,gpa,attack_home_vs_lg,attack_away_vs_lg,defense_home_vs_lg,defense_away_vs_lg
Auxerre,2020-2021,France,Ligue 2,,38.0,18.0,28.0,26.0,28.428571428571427,26.28301886792453,16.89622641509434,19.451127819548873
Auxerre,2021-2022,France,Ligue 2,,33.0,19.0,26.0,19.0,26.21627408993576,26.211956521739133,19.154891304347828,15.094218415417558
Auxerre,2022-2023,France,Ligue 1,,18.0,28.0,17.0,35.0,12.084805653710248,12.894211576846308,21.2375249500998,23.498233215547703
Auxerre,2023-2024,France,Ligue 2,,39.0,14.0,33.0,22.0,29.346534653465348,29.23076923076923,12.4009324009324,16.554455445544555
Auxerre,2024-2025,France,Ligue 1,,24.0,17.0,24.0,34.0,14.926829268292682,17.52744630071599,12.41527446300716,21.146341463414632
Auxerre,2025-2026,France,Ligue 1,,10.0,11.0,4.0,16.0,6.328125,3.640449438202247,10.01123595505618,10.125
Avellino,2017-2018,Italy,Serie B,,29.0,26.0,20.0,34.0,20.238670694864048,17.769230769230766,23.099999999999998,23.72809667673716
Avellino,2025-2026,Italy,Serie B,,13.0,15.0,9.0,15.0,10.077519379844961,9.523809523809524,15.873015873015873,11.627906976744185
Aves,2017-2018,Portugal,Primeira L,,17.0,24.0,19.0,27.0,10.8375,16.803468208092486,21.22543352601156,17.2125
Aves,2018-2019,Portugal,Primeira L,,20.0,23.0,15.0,26.0,13.161290322580646,12.75,19.55,17.10967741935484
Aves,2019-2020,Portugal,Primeira L,,12.0,26.0,12.0,42.0,8.9126213592233,10.461538461538462,22.666666666666668,31.19417475728155
Aves,2024-2025,Portugal,Primeira L,,13.0,26.0,12.0,34.0,9.31615925058548,10.285714285714285,22.285714285714285,24.365339578454332
Aves,2025-2026,Portugal,Primeira L,,7.0,18.0,4.0,25.0,5.349056603773585,3.4468085106382977,15.51063829787234,19.10377358490566
B. Monchengladbach,2017-2018,Germany,Bundesliga,,28.0,20.0,19.0,32.0,17.485714285714284,15.928767123287672,16.767123287671232,19.983673469387753
B. Monchengladbach,2018-2019,Germany,Bundesliga,,31.0,22.0,24.0,20.0,17.31021897810219,17.28,15.84,11.167883211678832
B. Monchengladbach,2019-2020,Germany,Bundesliga,,40.0,21.0,26.0,19.0,24.094488188976378,16.78481012658228,13.556962025316455,11.44488188976378
B. Monchengladbach,2020-2021,Germany,Bundesliga,,32.0,19.0,32.0,37.0,19.087719298245613,23.595180722891566,14.009638554216867,22.07017543859649
B. Monchengladbach,2021-2022,Germany,Bundesliga,,33.0,27.0,21.0,34.0,18.73469387755102,15.48433734939759,19.90843373493976,19.302411873840445
B. Monchengladbach,2022-2023,Germany,Bundesliga,,33.0,18.0,19.0,37.0,17.778169014084508,14.426799007444169,13.667493796526054,19.933098591549296
B. Monchengladbach,2023-2024,Germany,Bundesliga,,27.0,26.0,29.0,41.0,14.940325497287523,20.541666666666664,18.416666666666664,22.687160940325498
B. Monchengladbach,2024-2025,Germany,Bundesliga,,29.0,26.0,26.0,31.0,17.783567134268537,17.295652173913044,17.295652173913044,19.01002004008016
B. Monchengladbach,2025-2026,Germany,Bundesliga,,8.0,17.0,10.0,7.0,5.333333333333333,7.692307692307692,13.076923076923077,4.666666666666667
B. Munich,2017-2018,Germany,Bundesliga,,56.0,15.0,36.0,13.0,34.97142857142857,30.18082191780822,12.575342465753424,8.118367346938776
B. Munich,2018-2019,Germany,Bundesliga,,49.0,14.0,39.0,18.0,27.361313868613138,28.080000000000002,10.08,10.051094890510948
B. Munich,2019-2020,Germany,Bundesliga,,53.0,15.0,47.0,17.0,31.9251968503937,30.341772151898734,9.683544303797468,10.24015748031496
B. Munich,2020-2021,Germany,Bundesliga,,64.0,21.0,35.0,23.0,38.175438596491226,25.807228915662648,15.48433734939759,13.719298245614034
B. Munich,2021-2022,Germany,Bundesliga,,48.0,15.0,49.0,22.0,27.250463821892392,36.13012048192771,11.06024096385542,12.489795918367347
B. Munich,2022-2023,Germany,Bundesliga,,53.0,17.0,39.0,21.0,28.55281690140845,29.612903225806452,12.90818858560794,11.31338028169014
B. Munich,2023-2024,Germany,Bundesliga,,53.0,12.0,41.0,33.0,29.327305605786616,29.041666666666664,8.5,18.260397830018082
B. Munich,2024-2025,Germany,Bundesliga,,53.0,16.0,46.0,16.0,32.501002004008015,30.6,10.643478260869566,9.811623246492987
B. Munich,2025-2026,Germany,Bundesliga,,31.0,6.0,24.0,5.0,20.666666666666668,18.46153846153846,4.615384615384615,3.3333333333333335
Barcelona,2017-2018,Spain,Primera,,53.0,11.0,46.0,18.0,34.25170068027211,40.091743119266056,9.587155963302752,11.63265306122449
Barcelona,2018-2019,Spain,Primera,,51.0,17.0,39.0,19.0,35.108695652173914,34.385150812064964,14.988399071925754,13.079710144927535
Barcelona,2019-2020,Spain,Primera,,52.0,16.0,34.0,22.0,36.19047619047619,32.62626262626263,15.353535353535355,15.31135531135531
Barcelona,2020-2021,Spain,Primera,,44.0,20.0,41.0,18.0,32.15384615384615,35.98152424942263,17.551963048498845,13.153846153846153
Barcelona,2021-2022,Spain,Primera,,37.0,19.0,31.0,19.0,26.037037037037038,28.661800486618006,17.566909975669102,13.37037037037037
Barcelona,2022-2023,Spain,Primera,,37.0,4.0,33.0,16.0,25.4249547920434,31.19402985074627,3.781094527363184,10.994575045207958
Barcelona,2023-2024,Spain,Primera,,43.0,21.0,36.0,23.0,28.97163120567376,31.02040816326531,18.095238095238095,15.49645390070922
Barcelona,2024-2025,Spain,Primera,,52.0,20.0,50.0,19.0,35.79710144927536,42.88939051918736,17.155756207674944,13.079710144927535
Barcelona,2025-2026,Spain,Primera,,28.0,5.0,25.0,15.0,20.335766423357665,24.150485436893202,4.830097087378641,10.894160583941606
Bari 1908,2017-2018,Italy,Serie B,,33.0,18.0,26.0,30.0,23.03021148036254,23.099999999999998,15.99230769230769,20.936555891238672
Bari 1908,2022-2023,Italy,Serie B,,30.0,19.0,28.0,18.0,23.170731707317074,26.666666666666664,18.095238095238095,13.902439024390244
Bari 1908,2023-2024,Italy,Serie B,,21.0,19.0,17.0,30.0,15.677799607072691,14.387527839643653,16.080178173719375,22.396856581532415
Bari 1908,2024-2025,Italy,Serie B,,24.0,19.0,17.0,21.0,17.7431906614786,15.271867612293144,17.06855791962175,15.525291828793774
Bari 1908,2025-2026,Italy,Serie B,,10.0,9.0,5.0,19.0,7.751937984496124,5.291005291005291,9.523809523809524,14.728682170542635
Barnsley,2017-2018,England,Championship,,25.0,32.0,23.0,40.0,17.71501925545571,20.152380952380952,28.038095238095238,28.34403080872914
Barnsley,2019-2020,England,Championship,,29.0,33.0,20.0,36.0,20.54942233632863,16.283185840707965,26.867256637168143,25.509627727856227
Barnsley,2020-2021,England,Championship,,30.0,22.0,28.0,28.0,23.965267727930538,26.511149228130364,20.830188679245285,22.36758321273517
Barnsley,2021-2022,England,Championship,,18.0,29.0,15.0,44.0,12.811630847029077,13.866995073891626,26.80952380952381,31.3173198482933
Basaksehir,2017-2018,Turkey,Super Lig,,36.0,14.0,26.0,20.0,21.348837209302324,20.400000000000002,10.984615384615385,11.86046511627907
Basaksehir,2018-2019,Turkey,Super Lig,,27.0,11.0,22.0,11.0,17.54140127388535,19.234285714285715,9.617142857142857,7.146496815286624
Basaksehir,2019-2020,Turkey,Super Lig,,38.0,13.0,27.0,21.0,23.586206896551722,21.6282722513089,10.413612565445026,13.034482758620689
Basaksehir,2020-2021,Turkey,Super Lig,,26.0,28.0,17.0,27.0,17.27848101265823,14.166666666666668,23.333333333333336,17.943037974683545
Basaksehir,2021-2022,Turkey,Super Lig,,30.0,15.0,26.0,21.0,18.81188118811881,21.43167028199566,12.364425162689804,13.168316831683168
Basaksehir,2022-2023,Turkey,Super Lig,,25.0,17.0,23.0,20.0,14.78544776119403,16.955813953488374,12.532558139534883,11.828358208955224
Basaksehir,2023-2024,Turkey,Super Lig,,30.0,19.0,27.0,24.0,19.0,22.207792207792206,15.627705627705627,15.2
Basaksehir,2024-2025,Turkey,Super Lig,,34.0,23.0,25.0,32.0,20.48409893992933,19.68822170900693,18.113163972286376,19.279151943462896
Basaksehir,2025-2026,Turkey,Super Lig,,13.0,10.0,15.0,9.0,10.542288557213931,12.28643216080402,8.190954773869347,7.298507462686567
Bastia,2020-2021,France,Ligue 2,,1.0,1.0,,,0.7481203007518797,,0.9386792452830189,
Bastia,2021-2022,France,Ligue 2,,18.0,13.0,19.0,24.0,14.299785867237686,19.154891304347828,13.105978260869566,19.066381156316915
Bastia,2022-2023,France,Ligue 2,,26.0,13.0,26.0,30.0,19.60569105691057,23.700245700245702,11.850122850122851,22.621951219512194
Bastia,2023-2024,France,Ligue 2,,22.0,23.0,22.0,25.0,16.554455445544555,19.487179487179485,20.37296037296037,18.81188118811881
Bastia,2024-2025,France,Ligue 2,,29.0,14.0,14.0,23.0,19.24945770065076,13.060975609756097,13.060975609756097,15.266811279826465
Bastia,2025-2026,France,Ligue 2,,7.0,12.0,2.0,10.0,5.541666666666667,1.7628865979381443,10.577319587628866,7.916666666666667
Belenenses,2017-2018,Portugal,Primeira L,,23.0,20.0,10.0,26.0,14.6625,8.84393063583815,17.6878612716763,16.575
Belenenses,2018-2019,Portugal,Primeira L,,25.0,26.0,17.0,25.0,16.451612903225808,14.45,22.099999999999998,16.451612903225808
Belenenses,2019-2020,Portugal,Primeira L,,13.0,25.0,14.0,29.0,9.655339805825243,12.205128205128206,21.794871794871796,21.53883495145631
Belenenses,2020-2021,Portugal,Primeira L,,15.0,18.0,10.0,17.0,11.829896907216495,8.717948717948719,15.692307692307693,13.407216494845361
Belenenses,2021-2022,Portugal,Primeira L,,15.0,30.0,8.0,25.0,10.479452054794521,6.634146341463415,24.878048780487806,17.465753424657535
Benevento,2017-2018,Italy,Serie A,,23.0,40.0,10.0,44.0,15.804701627486438,8.189655172413794,32.758620689655174,30.235081374321883
Benevento,2018-2019,Italy,Serie B,,37.0,24.0,24.0,21.0,24.42857142857143,22.24390243902439,22.24390243902439,13.864864864864865
Benevento,2019-2020,Italy,Serie B,,39.0,9.0,28.0,18.0,27.752808988764045,25.27315914489311,8.123515439429928,12.808988764044944
Benevento,2020-2021,Italy,Serie A,,19.0,39.0,21.0,36.0,11.63265306122449,14.67741935483871,27.258064516129032,22.040816326530614
Benevento,2021-2022,Italy,Serie B,,38.0,20.0,24.0,19.0,27.557251908396946,21.818181818181817,18.18181818181818,13.778625954198473
Benevento,2022-2023,Italy,Serie B,,16.0,25.0,17.0,24.0,12.357723577235772,16.19047619047619,23.80952380952381,18.536585365853657
Benfica,2017-2018,Portugal,Primeira L,,47.0,9.0,33.0,13.0,29.962500000000002,29.184971098265898,7.959537572254336,8.2875
Benfica,2018-2019,Portugal,Primeira L,,62.0,17.0,40.0,14.0,40.800000000000004,34.0,14.45,9.212903225806452
Benfica,2019-2020,Portugal,Primeira L,,38.0,13.0,33.0,13.0,28.223300970873783,28.76923076923077,11.333333333333334,9.655339805825243
Benfica,2020-2021,Portugal,Primeira L,,31.0,15.0,38.0,12.0,24.448453608247423,33.12820512820513,13.076923076923078,9.463917525773196
Benfica,2021-2022,Portugal,Primeira L,,36.0,16.0,42.0,14.0,25.15068493150685,34.829268292682926,13.26829268292683,9.780821917808218
Benfica,2022-2023,Portugal,Primeira L,,48.0,12.0,34.0,8.0,33.92147806004619,31.527272727272727,11.127272727272727,5.653579676674364
Benfica,2023-2024,Portugal,Primeira L,,48.0,7.0,29.0,21.0,30.28453608247423,22.637755102040817,5.464285714285714,13.249484536082475
Benfica,2024-2025,Portugal,Primeira L,,52.0,12.0,32.0,16.0,37.26463700234192,27.428571428571427,10.285714285714285,11.466042154566745
Benfica,2025-2026,Portugal,Primeira L,,19.0,7.0,17.0,4.0,14.518867924528301,14.648936170212766,6.031914893617021,3.0566037735849054
Berlin,2019-2020,Germany,Bundesliga,,24.0,20.0,17.0,38.0,14.456692913385826,10.974683544303797,12.91139240506329,22.88976377952756
Berlin,2020-2021,Germany,Bundesliga,,32.0,18.0,18.0,25.0,19.087719298245613,13.272289156626506,13.272289156626506,14.912280701754385
Berlin,2021-2022,Germany,Bundesliga,,25.0,17.0,25.0,27.0,14.192949907235622,18.433734939759034,12.534939759036144,15.32838589981447
Berlin,2022-2023,Germany,Bundesliga,,30.0,11.0,21.0,27.0,16.161971830985916,15.945409429280398,8.352357320099255,14.545774647887324
Berlin,2023-2024,Germany,Bundesliga,,22.0,30.0,11.0,28.0,12.17359855334539,7.791666666666666,21.25,15.493670886075948
Berlin,2024-2025,Germany,Bundesliga,,18.0,23.0,17.0,28.0,11.03807615230461,11.308695652173913,15.3,17.170340681362724
Berlin,2025-2026,Germany,Bundesliga,,15.0,13.0,7.0,12.0,10.0,5.384615384615384,10.0,8.0
Besiktas,2017-2018,Turkey,Super Lig,,44.0,10.0,25.0,20.0,26.093023255813954,19.615384615384617,7.846153846153847,11.86046511627907
Besiktas,2018-2019,Turkey,Super Lig,,37.0,21.0,35.0,25.0,24.038216560509554,30.6,18.36,16.24203821656051
Besiktas,2019-2020,Turkey,Super Lig,,34.0,15.0,25.0,25.0,21.103448275862068,20.026178010471202,12.015706806282722,15.517241379310345
Besiktas,2020-2021,Turkey,Super Lig,,49.0,14.0,40.0,30.0,32.563291139240505,33.333333333333336,11.666666666666668,19.936708860759495
Besiktas,2021-2022,Turkey,Super Lig,,32.0,23.0,24.0,25.0,20.066006600660064,19.783080260303684,18.958785249457698,15.676567656765675
Besiktas,2022-2023,Turkey,Super Lig,,35.0,15.0,37.0,21.0,20.699626865671643,27.27674418604651,11.05813953488372,12.419776119402986
Besiktas,2023-2024,Turkey,Super Lig,,29.0,19.0,23.0,28.0,18.366666666666667,18.917748917748916,15.627705627705627,17.733333333333334
Besiktas,2024-2025,Turkey,Super Lig,,34.0,22.0,25.0,14.0,20.48409893992933,19.68822170900693,17.325635103926096,8.434628975265017
Besiktas,2025-2026,Turkey,Super Lig,,14.0,11.0,16.0,11.0,11.353233830845772,13.105527638190955,9.010050251256281,8.92039800995025
Betis,2017-2018,Spain,Primera,,35.0,31.0,25.0,30.0,22.61904761904762,21.788990825688074,27.01834862385321,19.387755102040817
Betis,2018-2019,Spain,Primera,,25.0,26.0,19.0,26.0,17.21014492753623,16.751740139211137,22.923433874709975,17.89855072463768
Betis,2019-2020,Spain,Primera,,34.0,27.0,14.0,33.0,23.663003663003664,13.434343434343436,25.90909090909091,22.967032967032967
Betis,2020-2021,Spain,Primera,,27.0,21.0,23.0,29.0,19.73076923076923,20.18475750577367,18.429561200923786,21.192307692307693
Betis,2021-2022,Spain,Primera,,34.0,22.0,28.0,18.0,23.925925925925927,25.88807785888078,20.340632603406327,12.666666666666666
Betis,2022-2023,Spain,Primera,,26.0,18.0,20.0,23.0,17.86618444846293,18.905472636815922,17.01492537313433,15.804701627486438
Betis,2023-2024,Spain,Primera,,27.0,19.0,21.0,26.0,18.19148936170213,18.095238095238095,16.3718820861678,17.5177304964539
Betis,2024-2025,Spain,Primera,,32.0,21.0,25.0,29.0,22.028985507246375,21.44469525959368,18.013544018058692,19.963768115942027
Betis,2025-2026,Spain,Primera,,18.0,11.0,13.0,14.0,13.072992700729927,12.558252427184465,10.62621359223301,10.167883211678832
Beziers,2017-2018,,,,,,2.0,0.0,,,,
Beziers,2018-2019,France,Ligue 2,,13.0,19.0,18.0,31.0,10.838074398249454,17.584615384615386,18.56153846153846,25.844638949671772
Bielefeld,2020-2021,Germany,Bundesliga,,13.0,23.0,13.0,29.0,7.754385964912281,9.585542168674698,16.959036144578313,17.29824561403509
Bielefeld,2021-2022,Germany,Bundesliga,,15.0,23.0,12.0,30.0,8.515769944341374,8.848192771084337,16.959036144578313,17.031539888682747
Bilbao,2017-2018,Spain,Primera,,19.0,16.0,22.0,33.0,12.27891156462585,19.174311926605505,13.944954128440367,21.3265306122449
Bilbao,2018-2019,Spain,Primera,,26.0,19.0,15.0,26.0,17.89855072463768,13.22505800464037,16.751740139211137,17.89855072463768
Bilbao,2019-2020,Spain,Primera,,21.0,14.0,20.0,24.0,14.615384615384615,19.191919191919194,13.434343434343436,16.703296703296704
Bilbao,2020-2021,Spain,Primera,,29.0,19.0,17.0,23.0,21.192307692307693,14.919168591224016,16.6743648960739,16.807692307692307
Bilbao,2021-2022,Spain,Primera,,29.0,18.0,14.0,18.0,20.40740740740741,12.94403892944039,16.642335766423358,12.666666666666666
Bilbao,2022-2023,Spain,Primera,,22.0,15.0,25.0,28.0,15.117540687160941,23.6318407960199,14.179104477611942,19.240506329113924
Bilbao,2023-2024,Spain,Primera,,42.0,18.0,19.0,19.0,28.29787234042553,16.3718820861678,15.510204081632654,12.801418439716313
Bilbao,2024-2025,Spain,Primera,,32.0,13.0,22.0,16.0,22.028985507246375,18.87133182844244,11.151241534988714,11.014492753623188
Bilbao,2025-2026,Spain,Primera,,10.0,11.0,7.0,14.0,7.262773722627737,6.7621359223300965,10.62621359223301,10.167883211678832
Birmingham,2017-2018,England,Championship,,21.0,24.0,17.0,44.0,14.8806161745828,14.895238095238096,21.02857142857143,31.178433889602054
Birmingham,2018-2019,England,Championship,,31.0,24.0,33.0,34.0,20.4688995215311,28.59654631083203,20.797488226059656,22.449760765550238
Birmingham,2019-2020,England,Championship,,33.0,42.0,21.0,33.0,23.383825417201543,17.097345132743364,34.19469026548673,23.383825417201543
Birmingham,2020-2021,England,Championship,,18.0,37.0,19.0,24.0,14.379160636758323,17.989708404802744,35.03259005145798,19.17221418234443
Birmingham,2021-2022,England,Championship,,27.0,33.0,23.0,42.0,19.21744627054362,21.262725779967163,30.50738916256158,29.893805309734514
Birmingham,2022-2023,England,Championship,,24.0,24.0,23.0,34.0,18.008321775312066,20.533003300330034,21.425742574257427,25.511789181692095
Birmingham,2023-2024,England,Championship,,31.0,25.0,19.0,40.0,20.919315403422985,15.842900302114804,20.845921450151057,26.99266503667482
Birmingham,2025-2026,England,Championship,,26.0,12.0,8.0,23.0,20.12705882352941,7.5200000000000005,11.28,17.80470588235294
Blackburn,2018-2019,England,Championship,,32.0,21.0,32.0,48.0,21.129186602870814,27.729984301412877,18.1978021978022,31.69377990430622
Blackburn,2019-2020,England,Championship,,33.0,24.0,33.0,39.0,23.383825417201543,26.867256637168143,19.53982300884956,27.63543003851091
Blackburn,2020-2021,England,Championship,,37.0,28.0,28.0,26.0,29.55716353111433,26.511149228130364,26.511149228130364,20.769898697539798
Blackburn,2021-2022,England,Championship,,37.0,26.0,23.0,24.0,26.33501896333755,21.262725779967163,24.036124794745486,17.08217446270544
Blackburn,2022-2023,England,Championship,,26.0,19.0,25.0,35.0,19.50901525658807,22.31848184818482,16.962046204620464,26.262135922330096
Blackburn,2023-2024,England,Championship,,27.0,34.0,33.0,40.0,18.2200488997555,27.516616314199396,28.350453172205437,26.99266503667482
Blackburn,2024-2025,England,Championship,,34.0,23.0,19.0,25.0,23.6969696969697,18.6951871657754,22.63101604278075,17.424242424242426
Blackburn,2025-2026,England,Championship,,13.0,20.0,11.0,10.0,10.063529411764705,10.34,18.8,7.741176470588235
Blackpool,2021-2022,England,Championship,,30.0,26.0,25.0,32.0,21.3527180783818,23.111658456486044,24.036124794745486,22.776232616940582
Blackpool,2022-2023,England,Championship,,27.0,34.0,20.0,38.0,20.259361997226076,17.854785478547857,30.353135313531354,28.513176144244106
Boavista,2017-2018,Portugal,Primeira L,,24.0,17.0,11.0,27.0,15.3,9.728323699421965,15.034682080924856,17.2125
Boavista,2018-2019,Portugal,Primeira L,,20.0,13.0,14.0,27.0,13.161290322580646,11.9,11.049999999999999,17.767741935483873
Boavista,2019-2020,Portugal,Primeira L,,15.0,18.0,13.0,21.0,11.140776699029125,11.333333333333334,15.692307692307693,15.597087378640776
Boavista,2020-2021,Portugal,Primeira L,,17.0,22.0,22.0,27.0,13.407216494845361,19.179487179487182,19.179487179487182,21.29381443298969
Boavista,2021-2022,Portugal,Primeira L,,20.0,20.0,19.0,32.0,13.972602739726026,15.756097560975611,16.585365853658537,22.356164383561644
Boavista,2022-2023,Portugal,Primeira L,,23.0,21.0,20.0,33.0,16.254041570438797,18.545454545454547,19.472727272727273,23.321016166281755
Boavista,2023-2024,Portugal,Primeira L,,21.0,30.0,18.0,32.0,13.249484536082475,14.051020408163266,23.418367346938776,20.189690721649484
Boavista,2024-2025,Portugal,Primeira L,,8.0,31.0,16.0,28.0,5.7330210772833725,13.714285714285714,26.57142857142857,20.065573770491806
Bochum,2021-2022,Germany,Bundesliga,,21.0,17.0,17.0,35.0,11.922077922077923,12.534939759036144,12.534939759036144,19.87012987012987
Bochum,2022-2023,Germany,Bundesliga,,28.0,32.0,12.0,40.0,15.08450704225352,9.11166253101737,24.297766749379655,21.549295774647888
Bochum,2023-2024,Germany,Bundesliga,,26.0,29.0,16.0,45.0,14.386980108499095,11.333333333333332,20.541666666666664,24.900542495479204
Bochum,2024-2025,Germany,Bundesliga,,16.0,33.0,17.0,34.0,9.811623246492987,11.308695652173913,21.952173913043477,20.849699398797597
